number,text,filename
494,wiederholen,0494.mp3
495,Wiederhören,0495.mp3
496,wiederkommen,0496.mp3
497,Wiedersehen,0497.mp3
498,Wien,0498.mp3
499,windig,0499.mp3
500,wir,0500.mp3
501,wo,0501.mp3
502,Wo?,0502.mp3
503,Woher,0503.mp3
504,Wohin?,0504.mp3
505,wohn,0505.mp3
506,wohne,0506.mp3
507,wohnen,0507.mp3
508,Wohnen?,0508.mp3
509,Wohnort,0509.mp3
510,wohnst,0510.mp3
511,Wolke,0511.mp3
512,wollen,0512.mp3
513,wollte,0513.mp3
514,woman,0514.mp3
515,wünschen,0515.mp3
516,YOT,0516.mp3
517,ZA1,0517.mp3
518,Zahl,0518.mp3
519,zahlen,0519.mp3
520,Zahnschmerzen,0520.mp3
521,zehn,0521.mp3
522,zeichnen,0522.mp3
523,zeigen,0523.mp3
524,Zeiten,0524.mp3
525,ZEKS,0525.mp3
526,Zi,0526.mp3
527,ZIEHEN,0527.mp3
528,zig,0528.mp3
529,zimmer,0529.mp3
530,zu,0530.mp3
531,zuerst,0531.mp3
532,Zug,0532.mp3
533,zum,0533.mp3
534,zumachen,0534.mp3
535,Zuname,0535.mp3
536,zur,0536.mp3
537,Zuschlag,0537.mp3
538,zwanz-ig,0538.mp3
539,zwanzig,0539.mp3
540,zwei,0540.mp3
541,zweitausendsiebzehn,0541.mp3
542,zwischen,0542.mp3
543,zwo,0543.mp3
544,äh,0544.mp3
545,Ärztin,0545.mp3
546,öffnen,0546.mp3
547,Öffnungszeiten,0547.mp3
548,Österreich,0548.mp3
549,österreichisch,0549.mp3
550,Öztürk,0550.mp3
551,übernachten,0551.mp3
552,übernachtet,0552.mp3
553,"0,5 l",0553.mp3
554,"1,5 kg",0554.mp3
555,1. Juli,0555.mp3
556,1.250 Euro,0556.mp3
557,100 Verben,0557.mp3
558,19 Uhr,0558.mp3
559,2 Punkte,0559.mp3
560,250 Milliliter,0560.mp3
561,3 Uhr,0561.mp3
562,300 Euro,0562.mp3
563,39 Euro,0563.mp3
564,45 Euro,0564.mp3
565,500 Gramm,0565.mp3
566,a ä,0566.mp3
567,ab Januar,0567.mp3
568,ab Jänner,0568.mp3
569,ab sofort,0569.mp3
570,abfahren die,0570.mp3
571,Achtung Baustelle!,0571.mp3
572,Ah! Ahmad,0572.mp3
573,"Ah, danke!",0573.mp3
574,"Ah, sechzehn!",0574.mp3
575,"Ah, verstehe!",0575.mp3
576,alte Bücher,0576.mp3
577,am Abend,0577.mp3
578,am Automaten,0578.mp3
579,am Bahnhof,0579.mp3
580,am Ende,0580.mp3
581,am liebsten,0581.mp3
582,am Sonntag,0582.mp3
583,am Tisch,0583.mp3
584,ankommen die,0584.mp3
585,Anreise mit,0585.mp3
586,anrufen angerufen,0586.mp3
587,Anzeige A,0587.mp3
588,Anzeige B,0588.mp3
589,Anzeige C,0589.mp3
590,Anzeige D,0590.mp3
591,Anzeige E,0591.mp3
592,Anzeige F,0592.mp3
593,arbeiten Arbeite!,0593.mp3
594,auf dem,0594.mp3
595,Auf Wiederhören!,0595.mp3
596,Auf Wiedersehen,0596.mp3
597,Auf Wiedersehen!,0597.mp3
